order_id,user_id,order_ts,amount,currency,country,status
o-101,u-4220,2026-02-08T00:00:00Z,10555.91,JPY,us,REFUNDED
o-102,u-1098,2026-02-03T00:00:00Z,16208.58,JPY,us,COMPLETED
o-103,u-1048,2026-02-02T00:00:00Z,1716.42,JPY,us,COMPLETED
o-104,u-3877,2026-02-02T00:00:00Z,17331.9,JPY,JP,REFUNDED
o-105,u-2206,2026-02-07T00:00:00Z,1269.26,JPY,us,REFUNDED
o-106,u-4337,2026-02-02T00:00:00Z,6661.71,JPY,JP,REFUNDED
o-107,u-3430,2026-02-05T00:00:00Z,18915.53,JPY,us,COMPLETED
o-108,u-2865,2026-02-08T00:00:00Z,7545.95,JPY,jp,REFUNDED
o-109,u-1975,2026-02-08T00:00:00Z,13018.18,JPY,JP,REFUNDED
o-110,u-4285,2026-02-03T00:00:00Z,9903.33,JPY,us,COMPLETED
o-111,u-636,2026-02-04T00:00:00Z,9700.51,JPY,us,COMPLETED
o-112,u-23,2026-02-08T00:00:00Z,15334.48,JPY,us,REFUNDED
o-113,u-2519,2026-02-05T00:00:00Z,1680.42,JPY,JP,REFUNDED
o-114,u-4670,2026-02-10T00:00:00Z,14444.44,JPY,JP,COMPLETED
o-115,u-3959,2026-02-06T00:00:00Z,2730.95,JPY,us,CANCELLED
o-116,u-1070,2026-02-04T00:00:00Z,15228.89,JPY,JP,COMPLETED
o-117,u-3446,2026-02-05T00:00:00Z,9826.87,JPY,JP,CANCELLED
o-118,u-1458,2026-02-05T00:00:00Z,15348.67,JPY,JP,CANCELLED
o-119,u-4258,2026-02-09T00:00:00Z,18233.62,JPY,us,COMPLETED
o-120,u-2498,2026-02-08T00:00:00Z,14009.37,JPY,us,COMPLETED
o-121,u-2285,2026-02-07T00:00:00Z,4645.41,JPY,us,CANCELLED
o-122,u-509,2026-02-07T00:00:00Z,3145.21,JPY,JP,CANCELLED
o-123,u-2314,2026-02-10T00:00:00Z,9278.08,JPY,us,REFUNDED
o-124,u-4578,2026-02-02T00:00:00Z,18597.06,JPY,JP,CANCELLED
o-125,u-1344,2026-02-04T00:00:00Z,11835.0,JPY,JP,CANCELLED
o-126,u-4080,2026-02-03T00:00:00Z,9335.95,JPY,jp,COMPLETED
o-127,u-2727,2026-02-07T00:00:00Z,17326.15,JPY,jp,COMPLETED
o-128,u-2468,2026-02-08T00:00:00Z,17821.98,JPY,jp,REFUNDED
o-129,u-543,2026-02-03T00:00:00Z,9790.2,JPY,JP,REFUNDED
o-130,u-4029,2026-02-06T00:00:00Z,14951.85,JPY,jp,COMPLETED
o-131,u-1442,2026-02-01T00:00:00Z,16804.19,JPY,JP,CANCELLED
o-132,u-392,2026-02-01T00:00:00Z,7785.64,JPY,jp,COMPLETED
o-133,u-2738,2026-02-02T00:00:00Z,12634.02,JPY,us,REFUNDED
o-134,u-1802,2026-02-10T00:00:00Z,5412.74,JPY,us,REFUNDED
o-135,u-2561,2026-02-10T00:00:00Z,11878.73,JPY,us,COMPLETED
o-136,u-4566,2026-02-10T00:00:00Z,636.97,JPY,JP,COMPLETED
o-137,u-2554,2026-02-10T00:00:00Z,4638.32,JPY,jp,COMPLETED
o-138,u-1045,2026-02-05T00:00:00Z,15525.19,JPY,jp,CANCELLED
o-139,u-3791,2026-02-05T00:00:00Z,3287.55,JPY,JP,CANCELLED
o-140,u-2738,2026-02-10T00:00:00Z,7315.84,JPY,JP,REFUNDED
o-141,u-3143,2026-02-06T00:00:00Z,1682.52,JPY,jp,COMPLETED
o-142,u-1621,2026-02-07T00:00:00Z,19525.38,JPY,jp,REFUNDED
o-143,u-2901,2026-02-04T00:00:00Z,14729.84,JPY,JP,REFUNDED
o-144,u-2842,2026-02-06T00:00:00Z,18188.79,JPY,us,REFUNDED
o-145,u-3541,2026-02-07T00:00:00Z,3176.69,JPY,us,REFUNDED
o-146,u-1696,2026-02-04T00:00:00Z,17195.34,JPY,us,CANCELLED
o-147,u-1458,2026-02-05T00:00:00Z,18532.63,JPY,jp,CANCELLED
o-148,u-2616,2026-02-03T00:00:00Z,2526.49,JPY,us,REFUNDED
o-149,u-4465,2026-02-05T00:00:00Z,19772.0,JPY,jp,REFUNDED
o-150,u-2284,2026-02-01T00:00:00Z,6877.06,JPY,JP,REFUNDED
o-151,u-2783,2026-02-10T00:00:00Z,18279.65,JPY,jp,REFUNDED
o-152,u-1845,2026-02-02T00:00:00Z,18425.7,JPY,jp,COMPLETED
o-153,u-4388,2026-02-02T00:00:00Z,10650.31,JPY,JP,CANCELLED
o-154,u-2696,2026-02-05T00:00:00Z,5571.7,JPY,jp,REFUNDED
o-155,u-3445,2026-02-09T00:00:00Z,8403.04,JPY,JP,CANCELLED
o-156,u-3460,2026-02-10T00:00:00Z,1471.62,JPY,us,COMPLETED
o-157,u-4442,2026-02-02T00:00:00Z,6877.31,JPY,us,COMPLETED
o-158,u-3874,2026-02-06T00:00:00Z,921.48,JPY,us,REFUNDED
o-159,u-847,2026-02-10T00:00:00Z,16517.91,JPY,JP,COMPLETED
o-160,u-1112,2026-02-06T00:00:00Z,1949.95,JPY,us,REFUNDED
o-161,u-4984,2026-02-01T00:00:00Z,11069.63,JPY,us,REFUNDED
o-162,u-2761,2026-02-05T00:00:00Z,500.48,JPY,JP,CANCELLED
o-163,u-104,2026-02-06T00:00:00Z,14783.81,JPY,JP,COMPLETED
o-164,u-963,2026-02-05T00:00:00Z,19038.21,JPY,jp,CANCELLED
o-165,u-4721,2026-02-07T00:00:00Z,18680.46,JPY,us,CANCELLED
o-166,u-3254,2026-02-10T00:00:00Z,6712.4,JPY,us,REFUNDED
o-167,u-3467,2026-02-08T00:00:00Z,3913.52,JPY,JP,REFUNDED
o-168,u-2700,2026-02-01T00:00:00Z,11745.45,JPY,JP,COMPLETED
o-169,u-3759,2026-02-03T00:00:00Z,5642.65,JPY,us,CANCELLED
o-170,u-3744,2026-02-01T00:00:00Z,10931.07,JPY,jp,COMPLETED
o-171,u-3201,2026-02-06T00:00:00Z,4137.81,JPY,JP,CANCELLED
o-172,u-93,2026-02-02T00:00:00Z,2674.55,JPY,jp,COMPLETED
o-173,u-2774,2026-02-04T00:00:00Z,16144.4,JPY,jp,CANCELLED
o-174,u-3134,2026-02-08T00:00:00Z,17379.67,JPY,us,COMPLETED
o-175,u-2329,2026-02-03T00:00:00Z,13209.76,JPY,us,CANCELLED
o-176,u-2369,2026-02-03T00:00:00Z,1986.07,JPY,jp,COMPLETED
o-177,u-2931,2026-02-03T00:00:00Z,12049.68,JPY,JP,REFUNDED
o-178,u-3928,2026-02-09T00:00:00Z,2665.92,JPY,JP,REFUNDED
o-179,u-917,2026-02-04T00:00:00Z,17846.89,JPY,jp,REFUNDED
o-180,u-444,2026-02-01T00:00:00Z,16766.07,JPY,us,CANCELLED
o-181,u-3608,2026-02-02T00:00:00Z,12404.32,JPY,jp,CANCELLED
o-182,u-4316,2026-02-07T00:00:00Z,17043.03,JPY,us,REFUNDED
o-183,u-4162,2026-02-07T00:00:00Z,9793.37,JPY,jp,COMPLETED
o-184,u-3808,2026-02-10T00:00:00Z,7498.23,JPY,us,REFUNDED
o-185,u-4415,2026-02-04T00:00:00Z,17999.36,JPY,us,REFUNDED
o-186,u-3013,2026-02-03T00:00:00Z,5620.78,JPY,jp,COMPLETED
o-187,u-1473,2026-02-08T00:00:00Z,2589.28,JPY,jp,COMPLETED
o-188,u-4252,2026-02-10T00:00:00Z,405.58,JPY,jp,CANCELLED
o-189,u-3287,2026-02-05T00:00:00Z,912.98,JPY,us,CANCELLED
o-190,u-1742,2026-02-09T00:00:00Z,7230.41,JPY,jp,COMPLETED
o-191,u-4781,2026-02-01T00:00:00Z,9033.36,JPY,jp,COMPLETED
o-192,u-105,2026-02-10T00:00:00Z,19138.01,JPY,jp,CANCELLED
o-193,u-3821,2026-02-04T00:00:00Z,2105.13,JPY,JP,COMPLETED
o-194,u-1427,2026-02-06T00:00:00Z,1034.46,JPY,jp,COMPLETED
o-195,u-2177,2026-02-06T00:00:00Z,440.68,JPY,JP,COMPLETED
o-196,u-4590,2026-02-04T00:00:00Z,6239.8,JPY,us,COMPLETED
o-197,u-2977,2026-02-05T00:00:00Z,11164.83,JPY,jp,CANCELLED
o-198,u-1897,2026-02-10T00:00:00Z,10293.32,JPY,jp,COMPLETED
o-199,u-303,2026-02-03T00:00:00Z,16064.07,JPY,jp,CANCELLED
o-200,u-484,2026-02-03T00:00:00Z,5979.24,JPY,jp,CANCELLED
o-201,u-3169,2026-02-07T00:00:00Z,14189.78,JPY,us,CANCELLED
o-202,u-2292,2026-02-09T00:00:00Z,17514.77,JPY,JP,CANCELLED
o-203,u-1838,2026-02-06T00:00:00Z,5286.76,JPY,jp,REFUNDED
o-204,u-636,2026-02-03T00:00:00Z,12314.89,JPY,us,REFUNDED
o-205,u-3929,2026-02-03T00:00:00Z,11364.95,JPY,jp,CANCELLED
o-206,u-656,2026-02-08T00:00:00Z,16207.47,JPY,JP,COMPLETED
o-207,u-4826,2026-02-01T00:00:00Z,10755.12,JPY,JP,REFUNDED
o-208,u-568,2026-02-10T00:00:00Z,14691.66,JPY,JP,COMPLETED
o-209,u-1335,2026-02-01T00:00:00Z,15490.98,JPY,jp,CANCELLED
o-210,u-4975,2026-02-03T00:00:00Z,19570.08,JPY,JP,REFUNDED
o-211,u-707,2026-02-06T00:00:00Z,1548.52,JPY,jp,COMPLETED
o-212,u-1097,2026-02-04T00:00:00Z,9612.62,JPY,us,REFUNDED
o-213,u-2162,2026-02-01T00:00:00Z,16409.32,JPY,us,REFUNDED
o-214,u-3137,2026-02-07T00:00:00Z,18595.03,JPY,jp,CANCELLED
o-215,u-4870,2026-02-03T00:00:00Z,14214.41,JPY,jp,REFUNDED
o-216,u-2302,2026-02-09T00:00:00Z,6788.12,JPY,jp,REFUNDED
o-217,u-4775,2026-02-05T00:00:00Z,16090.03,JPY,us,REFUNDED
o-218,u-404,2026-02-07T00:00:00Z,6939.91,JPY,us,CANCELLED
o-219,u-3529,2026-02-10T00:00:00Z,9866.67,JPY,us,REFUNDED
o-220,u-2406,2026-02-04T00:00:00Z,18537.79,JPY,JP,REFUNDED
o-221,u-638,2026-02-04T00:00:00Z,12942.83,JPY,us,COMPLETED
o-222,u-4897,2026-02-06T00:00:00Z,5851.84,JPY,JP,REFUNDED
o-223,u-3207,2026-02-03T00:00:00Z,14508.77,JPY,jp,COMPLETED
o-224,u-4832,2026-02-10T00:00:00Z,8753.32,JPY,JP,COMPLETED
o-225,u-1462,2026-02-08T00:00:00Z,7347.5,JPY,us,REFUNDED
o-226,u-3686,2026-02-08T00:00:00Z,2818.32,JPY,jp,REFUNDED
o-227,u-3884,2026-02-07T00:00:00Z,12898.72,JPY,us,REFUNDED
o-228,u-1463,2026-02-08T00:00:00Z,6746.63,JPY,jp,REFUNDED
o-229,u-2157,2026-02-10T00:00:00Z,3313.03,JPY,JP,REFUNDED
o-230,u-2852,2026-02-01T00:00:00Z,15631.89,JPY,us,COMPLETED
o-231,u-4527,2026-02-10T00:00:00Z,5687.24,JPY,jp,REFUNDED
o-232,u-3980,2026-02-07T00:00:00Z,7963.94,JPY,JP,COMPLETED
o-233,u-2318,2026-02-04T00:00:00Z,9785.15,JPY,us,REFUNDED
o-234,u-2112,2026-02-08T00:00:00Z,3101.53,JPY,us,COMPLETED
o-235,u-972,2026-02-10T00:00:00Z,8707.81,JPY,jp,REFUNDED
o-236,u-4293,2026-02-05T00:00:00Z,9993.53,JPY,JP,COMPLETED
o-237,u-3459,2026-02-07T00:00:00Z,1941.71,JPY,us,REFUNDED
o-238,u-3206,2026-02-09T00:00:00Z,19026.08,JPY,jp,REFUNDED
o-239,u-4521,2026-02-09T00:00:00Z,11576.16,JPY,us,CANCELLED
o-240,u-2953,2026-02-08T00:00:00Z,15643.56,JPY,jp,REFUNDED
o-241,u-4141,2026-02-08T00:00:00Z,10980.69,JPY,jp,COMPLETED
o-242,u-616,2026-02-08T00:00:00Z,3017.08,JPY,us,REFUNDED
o-243,u-1427,2026-02-03T00:00:00Z,626.33,JPY,jp,COMPLETED
o-244,u-153,2026-02-10T00:00:00Z,16105.82,JPY,jp,COMPLETED
o-245,u-2814,2026-02-10T00:00:00Z,9423.78,JPY,us,CANCELLED
o-246,u-3061,2026-02-04T00:00:00Z,4656.89,JPY,jp,REFUNDED
o-247,u-636,2026-02-07T00:00:00Z,11339.6,JPY,us,REFUNDED
o-248,u-4912,2026-02-01T00:00:00Z,12192.9,JPY,JP,REFUNDED
o-249,u-1649,2026-02-10T00:00:00Z,4112.89,JPY,JP,COMPLETED
o-250,u-541,2026-02-04T00:00:00Z,18517.13,JPY,us,CANCELLED
o-251,u-4664,2026-02-03T00:00:00Z,4016.85,JPY,jp,COMPLETED
o-252,u-2853,2026-02-09T00:00:00Z,3493.39,JPY,us,CANCELLED
o-253,u-3899,2026-02-09T00:00:00Z,12786.8,JPY,jp,REFUNDED
o-254,u-1633,2026-02-09T00:00:00Z,14038.09,JPY,us,COMPLETED
o-255,u-3300,2026-02-03T00:00:00Z,18844.22,JPY,JP,REFUNDED
o-256,u-707,2026-02-04T00:00:00Z,16678.31,JPY,JP,CANCELLED
o-257,u-1077,2026-02-02T00:00:00Z,864.22,JPY,jp,CANCELLED
o-258,u-4216,2026-02-05T00:00:00Z,18606.1,JPY,JP,COMPLETED
o-259,u-2605,2026-02-03T00:00:00Z,3512.31,JPY,us,COMPLETED
o-260,u-3057,2026-02-05T00:00:00Z,11592.0,JPY,JP,REFUNDED
o-261,u-579,2026-02-07T00:00:00Z,19752.32,JPY,us,REFUNDED
o-262,u-379,2026-02-08T00:00:00Z,3225.62,JPY,jp,COMPLETED
o-263,u-4601,2026-02-06T00:00:00Z,15559.6,JPY,jp,REFUNDED
o-264,u-4491,2026-02-08T00:00:00Z,18612.03,JPY,JP,REFUNDED
o-265,u-3061,2026-02-03T00:00:00Z,3872.37,JPY,us,CANCELLED
o-266,u-405,2026-02-05T00:00:00Z,9731.39,JPY,us,REFUNDED
o-267,u-3169,2026-02-04T00:00:00Z,17946.94,JPY,us,COMPLETED
o-268,u-1244,2026-02-07T00:00:00Z,2720.8,JPY,JP,COMPLETED
o-269,u-1671,2026-02-06T00:00:00Z,13600.41,JPY,us,COMPLETED
o-270,u-3735,2026-02-02T00:00:00Z,13509.03,JPY,us,COMPLETED
o-271,u-3990,2026-02-05T00:00:00Z,18004.24,JPY,JP,REFUNDED
o-272,u-785,2026-02-07T00:00:00Z,7262.62,JPY,us,CANCELLED
o-273,u-3399,2026-02-05T00:00:00Z,954.8,JPY,us,CANCELLED
o-274,u-1573,2026-02-02T00:00:00Z,1662.4,JPY,us,REFUNDED
o-275,u-4491,2026-02-07T00:00:00Z,12619.96,JPY,jp,COMPLETED
o-276,u-507,2026-02-10T00:00:00Z,8064.82,JPY,JP,CANCELLED
o-277,u-752,2026-02-04T00:00:00Z,1101.29,JPY,us,CANCELLED
o-278,u-1141,2026-02-09T00:00:00Z,12722.99,JPY,jp,COMPLETED
o-279,u-2865,2026-02-08T00:00:00Z,15419.1,JPY,jp,REFUNDED
o-280,u-114,2026-02-04T00:00:00Z,17583.39,JPY,jp,CANCELLED
o-281,u-1204,2026-02-02T00:00:00Z,19338.13,JPY,us,REFUNDED
o-282,u-1275,2026-02-06T00:00:00Z,3953.87,JPY,jp,COMPLETED
o-283,u-3810,2026-02-03T00:00:00Z,6280.52,JPY,us,CANCELLED
o-284,u-1131,2026-02-03T00:00:00Z,773.18,JPY,jp,REFUNDED
o-285,u-530,2026-02-06T00:00:00Z,9537.04,JPY,us,CANCELLED
o-286,u-3737,2026-02-04T00:00:00Z,6741.35,JPY,JP,CANCELLED
o-287,u-440,2026-02-03T00:00:00Z,17924.45,JPY,jp,COMPLETED
o-288,u-963,2026-02-07T00:00:00Z,12342.53,JPY,jp,COMPLETED
o-289,u-3896,2026-02-06T00:00:00Z,4491.69,JPY,JP,COMPLETED
o-290,u-3536,2026-02-09T00:00:00Z,13299.96,JPY,us,REFUNDED
o-291,u-1104,2026-02-08T00:00:00Z,10952.02,JPY,us,COMPLETED
o-292,u-148,2026-02-05T00:00:00Z,3525.47,JPY,JP,CANCELLED
o-293,u-1342,2026-02-04T00:00:00Z,14171.33,JPY,jp,REFUNDED
o-294,u-3651,2026-02-04T00:00:00Z,16778.0,JPY,us,REFUNDED
o-295,u-4343,2026-02-06T00:00:00Z,4682.62,JPY,JP,REFUNDED
o-296,u-1432,2026-02-03T00:00:00Z,10418.36,JPY,us,REFUNDED
o-297,u-2258,2026-02-10T00:00:00Z,4159.45,JPY,us,CANCELLED
o-298,u-3011,2026-02-05T00:00:00Z,3236.78,JPY,us,REFUNDED
o-299,u-1334,2026-02-10T00:00:00Z,9694.16,JPY,JP,CANCELLED
o-300,u-498,2026-02-04T00:00:00Z,4381.75,JPY,jp,REFUNDED
o-301,u-4392,2026-02-06T00:00:00Z,11657.82,JPY,us,COMPLETED
o-302,u-410,2026-02-06T00:00:00Z,398.79,JPY,jp,COMPLETED
o-303,u-3366,2026-02-07T00:00:00Z,2685.58,JPY,JP,CANCELLED
o-304,u-1024,2026-02-05T00:00:00Z,7053.31,JPY,JP,COMPLETED
o-305,u-4309,2026-02-08T00:00:00Z,553.05,JPY,JP,CANCELLED
o-306,u-223,2026-02-05T00:00:00Z,8153.44,JPY,us,CANCELLED
o-307,u-845,2026-02-08T00:00:00Z,3017.47,JPY,jp,COMPLETED
o-308,u-3050,2026-02-06T00:00:00Z,762.59,JPY,JP,REFUNDED
o-309,u-4338,2026-02-05T00:00:00Z,14201.62,JPY,us,CANCELLED
o-310,u-1066,2026-02-05T00:00:00Z,19995.5,JPY,JP,REFUNDED
o-311,u-4569,2026-02-09T00:00:00Z,14135.81,JPY,JP,COMPLETED
o-312,u-2897,2026-02-05T00:00:00Z,4151.59,JPY,us,REFUNDED
o-313,u-2108,2026-02-08T00:00:00Z,7529.99,JPY,JP,REFUNDED
o-314,u-1208,2026-02-05T00:00:00Z,11425.36,JPY,JP,COMPLETED
o-315,u-2353,2026-02-03T00:00:00Z,7392.4,JPY,jp,REFUNDED
o-316,u-1719,2026-02-03T00:00:00Z,19991.94,JPY,jp,REFUNDED
o-317,u-4109,2026-02-09T00:00:00Z,3695.98,JPY,jp,COMPLETED
o-318,u-1720,2026-02-06T00:00:00Z,10036.87,JPY,us,CANCELLED
o-319,u-4504,2026-02-01T00:00:00Z,16656.39,JPY,us,COMPLETED
o-320,u-869,2026-02-02T00:00:00Z,14107.84,JPY,jp,REFUNDED
o-321,u-1756,2026-02-06T00:00:00Z,10480.86,JPY,JP,COMPLETED
o-322,u-4016,2026-02-03T00:00:00Z,17808.34,JPY,jp,COMPLETED
o-323,u-347,2026-02-05T00:00:00Z,12622.83,JPY,JP,COMPLETED
o-324,u-4900,2026-02-10T00:00:00Z,3408.66,JPY,jp,CANCELLED
o-325,u-3088,2026-02-03T00:00:00Z,15087.4,JPY,us,CANCELLED
o-326,u-887,2026-02-07T00:00:00Z,8247.37,JPY,jp,REFUNDED
o-327,u-4319,2026-02-03T00:00:00Z,5069.23,JPY,jp,CANCELLED
o-328,u-2447,2026-02-09T00:00:00Z,4817.29,JPY,jp,CANCELLED
o-329,u-3668,2026-02-07T00:00:00Z,850.89,JPY,jp,REFUNDED
